eid,empname,website,corporatewebsite,additionalwebsites,leadership,hrcontactinfo,jobfaircontactinfo,location,region,geo,size,noofemp,emptype,ticker,affiliates,news,budget,facebook,twitter,socialmedia,missionstmt,overview,culture,financials,citations,poi,linkedin,990taxforms
89,"Consolidated Edison, Inc. (Con Edison)","<a href=""http://www.coned.com/"" target=""_blank"">Consolidated Edison, Inc. Website</a>","<a href=""http://investor.conedison.com/phoenix.zhtml?c=61493&p=irol-homeprofile"" target=""_blank"">Consolidated Edison, Inc. Corporate Website</a>",,"John McAvoy, CEO and Director<br/>
Robert Hoglund, CFO and Senior Vice President","<a href=""http://apps.coned.com/careers/"" target=""_blank"">Careers Website</a>",,"New York, NY",Middle Atlantic,Regional,"Large (More than 10,000 employees)","14,578",3,ED,"Consolidated Edison Company of New York, Inc. (CECONY)<br/>
Orange and Rockland Utilities, Inc. (O&#38;R)<br/>
Competitive Energy Businesses","http://marist.summon.serialssolutions.com/search?s.cmd=setSort(PublicationDate:desc)&s.fvf%5B%5D=ContentType,Journal+Article,f&s.fvf%5B%5D=ContentType,Newspaper+Article,f&s.fvf%5B%5D=ContentType,Trade+Publication+Article,f&s.light=t&s.q=TitleCombined:(%22con+edison%22)&format=rss",,https://www.facebook.com/ConEdison,https://twitter.com/ConEdison,,"“Consolidated Edison, Inc.""s (CEI) mission is to provide energy services to our customers safely, 
reliably, efficiently, and in an environmentally sound manner; to provide a workplace that allows 
employees to realize their full potential; to provide a fair return to our investors; and to improve 
the quality of life in the communities we serve.”<br/>

<a href=""http://www.conedison.com/investor/pdfs/standards-of-business-conduct.pdf"" target=""_blank"">More Information</a>","<ul><li>Founded in 1823, Con Edison provides electric, gas, and steam services to over 5 million customers in Southeastern NY, New York City, northern New Jersey, and areas of Eastern Pennsylvania.</li>
<li>Con Edison""s principal business segments are Consolidated Edison Company of New York (CECONY), Orange &#38; Rockland Utilities (O&R), and Con Edison""s competitive energy businesses (Con Edison Solutions, Con Edison Development, and Con Edison Energy).</li><li>""Consolidated Edison, Inc., one of the nation""s largest investor-owned energy companies, with approximately $12 billion in annual revenues and $41 billion in assets.</li></ul>","Six principles on the way Con Edison works:<br/>
<ul><li>Plan the work and work the plan.</li>
<li>Seek and accept responsibility.</li>
<li>Communicate openly.</li>
<li>Work in teams.</li>
<li>Improve continuously.</li>
<li>Celebrate success.</li></ul><br/>

<a href=""http://www.conedison.com/investor/pdfs/standards-of-business-conduct.pdf"" target=""_blank"">More Information</a> ","<ul><li>Total revenue:  $12.4 billion</li>
<li>Net income:  $1.1 billion</li></ul>",,"<ul><li>Since 2009, Consolidated Edison has been implementing Smart Grid technology, and has received over $400 million from the Department of Energy to implement large-scale company Smart Grid initiatives.</li></ul> ","<a href=""https://www.linkedin.com/company/con-edison"" target=""_blank"">LinkedIn</a>",
90,Dutchess ARC,"<a href=""http://dutchess-arc.org/"" target=""_blank"">Dutchess ARC Website</a>",,,"Lorraine Costello, President<br/>
Anne Clarke, Vice President<br/>
Mark metzger, Treasurer<br/>
Sharon Russitano, Secretary<br/>
<a href=""http://dutchess-arc.org/whoweare/who_we_are.php"" target=""_blank"">More Information</a>","HR Recruiter: 845-635-8084 ext. 117<br/>
<a href=""http://dutchess-arc.org/careers/career_opportunities.php"" target=""_blank"">Careers Website</a>",,"Poughkeepsie, NY",Middle Atlantic,Local,"Medium (500-9,999 employees)","515 Employees, 2 Volunteers*",1,,,"http://marist.summon.serialssolutions.com/search?s.cmd=addFacetValueFilters(ContentType,Newspaper+Article)&s.light=t&s.q=%22Dutchess+ARC%22&s.sort=PublicationDate:desc&format=rss",,https://www.facebook.com/DutchessARC,https://twitter.com/DutchessARC,,"“The mission of Dutchess ARC is to challenge and empower people with developmental disabilities, their families, and staff to achieve personal fulfillment through lifelong learning.”","<ul><li> Dutchess ARC (Advocacy, Respect, Community) serves children and adults with developmental disabilities and their families in Dutchess County.</li><li>Founded in 1971.</li><li> Dutchess ARC has a chapter affiliation with <a href=""http://www.nysarc.org/"" target=""_blank"">NYSARC, Inc.</a></li></ul><br/> Services include:<br/>Clinic Services<br/>Day Services<br/>Employment Services<br/>Family Resources and Educational Advocacy<br/>Guardianship<br/>Recreation and Youth Services<br/>Residential Options<br/>Service Coordination<br/>School to Work and Transition to Adult Services",,"<ul><li>Revenue: $17 million</li>
<li>Expense: $16.7 million</li></ul><br/>Revenue comes largely from program service revenue, with contributions and grants, investment income, and other revenue.**","*From <a href=""www.Guidestar.org"" target=""_blank"">Guidestar Dutchess ARC Profile</a></br>**From <a href=""www.guidestar.org"" target=""_blank"">2012 IRS 990 Forms</a>","<ul><li>Born from the legacy of Dutchess County""s Little Red Schoolhouse, a small vocational program developed into one of the largest providers of service to people with developmental disabilities and their families in Dutchess County.</li><li>Well over 50% of management and supervisory positions are filled from promotions within the organization.</li></ul>",,"<a href=""www.guidestar.org"" target=""_blank"">990 Tax Forms</a>"
91,Gap Inc.,"<a href=""http://www.gapinc.com/content/gapinc/html.html"" target=""_blank"">Gap Inc. Website</a>","<a href=""http://www.gapinc.com/content/gapinc/html/investors.html"" target=""_blank"">Gap Inc. Corporate Website</a>",,"Glenn Murphy, Chairman of the Board and CEO<br/>
Sabrina Simmons, EVP and CFO","jobs@gap.com<br/>
<a href=""http://www.gapinc.com/content/gapinc/html/careers.html"" target=""_blank"">Careers Website</a>",,"San Francisco, CA","New England, Middle Atlantic, South Atlantic, East North Central, East South Central, West North Central, West South Central, Mountain, Pacific (includes Hawaii and Alaska), Outside U.S.",International,"Large (More than 10,000 employees)","137,000",3,GPS,,https://www.google.com/alerts/feeds/14892193295835970172/3478390448146028082,,https://www.facebook.com/pages/Gap-Inc/143767352335568?v=wall,https://twitter.com/GapInc,,"“A leading global specialty retailer offering clothing, accessories and personal care products for men, women, children and babies.”","<ul><li>Gap Inc. has six brands: Gap, Banana Republic, Old Navy, Piperlime, Athleta, and Intermix.</li><li>Gap Inc. operates 3200 stores in United States, United Kingdom, Canada, China, France, Ireland, Japan and Italy and almost 400 franchise stores are located in Asia, Australia, Eastern Europe, Latin America, the Middle East and Africa.</li><li>Gap was founded in 1969 in San Francisco CA by Doris and Don Fisher.</li></ul>",,"<ul><li>Net Income $1.3 billion</li>
<li>Net Sales $16.2 billion</li>
<li>Operating Expenses $4.1 billion*</li></ul>","*From <a href=""http://www.gapinc.com/content/attachments/gapinc/GPS_AR13.pdf"" target=""_blank"">2013 Annual Report </a>","<ul><li>A Gap Inc. distribution center is located near Marist College in Fishkill, NY.</li><li> Business Insider named Gap Inc. one of the top 20 Most Inspiring Companies of 2014.</li></ul>","<a href=""https://www.linkedin.com/company/gap-inc."" target=""_blank"">LinkedIn</a>",
92,Ipreo,"<a href=""http://www.ipreo.com/home"" target=""_blank"">Ipreo Website</a>","<a href=""IpreoINK.com"" target=""_blank"">Ipreo Corporate Website</a>","<a href=""http://www.ipreo.com/blog/ "" target=""_blank"">Blog</a>","Scott C. Ganeles, CEO<br/> 
Kevin Marcus, President and COO<br/> 
Brian Dockray, CFO","<a href=""http://sj.tbe.taleo.net/CH14/ats/careers/jobSearch.jsp?org=IPREO&cws=1"" target=""_blank"">Careers Website</a>",,"New York, NY","Middle Atlantic, South Atlantic, Outside U.S.",International,"Medium (500-9,999 employees)",800,4,,bigdough<br/> Buyside IQ<br/> Discovery Data<br/>and other national and foreign companies,http://marist.summon.serialssolutions.com/search?s.cmd=setSort(PublicationDate:desc)&s.light=t&s.q=TitleCombined:(Ipreo)&format=rss,,https://www.facebook.com/IpreoLLC,https://twitter.com/InsideIpreo,,“Our mission is to ensure our clients establish personal relationships with the right investors - effortlessly.”*,"<ul><li>Founded in 2006 with the merger of i-Deal and Hemscott.</li>
<li>Operates in three primary segments: Capital Markets, Research Sales &#38; Trading, and Corporate Investor Relations.</li><li>Provides market intelligence, data, and technology solutions to corporations and financial institutions.</li> 
<li> Applications include: BD Corporate platform, an institutional contacts and profiles database; Municipal Information Center (MunilC) a platform for municipal securities data and market information; and Prospectus, an electronic document delivery and tracking system for equity, fixed income and municipal new issue transactions.</li>     
<li>Headquartered in New York City.</li> 
<li>Acquired by Blackstone and Goldman Sachs in 2014.</li></ul>","“Ipreo derives its success by drawing and retaining talent who are passionate about our clients"" businesses and who have a natural inclination to operate in partnership - with clients, with providers, and with colleagues. It is the strength of these relationships that forms the basis of our operation and our culture, allowing us, together, to create innovative solutions for the ever-changing financial landscape.<br/>

<a href=""http://www.ipreo.com/About/Careers/Life_At_Ipreo.html"" target=""_blank"">More Information</a>",Annual Sales $48.6 million,"*From <a href=""http://www.ipreo.com/pdf/datasheets/capital_markets/BD_Advanced.pdf"" target=""_blank"">BD Advanced Data Sheet</a>","<ul><li>In 2013, Ipreo opened offices in Raleigh NC where they plan to create 250 jobs by 2017.</li></ul>","<a href=""https://www.linkedin.com/company/ipreo"" target=""_blank"">LinkedIn</a>",
93,"Leverpoint Management, LLC","<a href=""http://leverpoint.com/"" target=""_blank"">Leverpoint Management, LLC Website</a>",,,"David J. MacPhee, CEO<br/>Harry G. Gutheil, CFO/CAO<br/>Krista P. McCoy, Senior Vice President<br/>Richard J. Tyler, Senior Vice President","<a href=""http://leverpoint.com/careers/"" target=""_blank"">Careers Website</a>",,"Clifton Park, NY","Middle Atlantic, South Atlantic, Outside U.S.",International,Small (Under 500 employees),200,4,,,http://marist.summon.serialssolutions.com/search?s.cmd=setSort(PublicationDate:desc)&s.light=t&s.q=%22leverpoint+management%22&format=rss,,https://www.facebook.com/pages/LeverPoint/168964716447745,https://twitter.com/LeverPoint,,"At LeverPoint&#174; our mission is to raise the bar for outsourced fund administration, to support our clients"" success, and to contribute a standard of excellence and integrity to the alternative investment industry.”	<ul><li>A boutique fund administration company, providing customized solutions for private equity firms.</li>","<ul><li>A boutique fund administration company, providing customized solutions for private equity firms.</li>
<li>Established in 1995 as the Business Management Service division of The Ayco Company L.P., a Goldman Sachs subsidiary.</li> <li>Independently operated since August 2007.</li>
<li>Provides accounting and reporting, administration, treasury, technology, and tax compliance and auditing services.</li>
<li>Based in Clifton Park, NY with an additional office in New York, NY and personnel in Washington, D.C. and Denver, CO.</li></ul>","“At LeverPoint&#174; we place high value on values. We believe in investing in the latest technology, education, and training to help build well-rounded individuals and careers. In fact many members of our team began their careers at LeverPoint&#174; and are now managers and partners. A large part of the LeverPoint&#174; culture transcends the office environment. We are proud to roll up our sleeves, and open our hearts, giving back to the local and global community with ongoing community involvement working with world-class organizations like Habitat for Humanity.”",Revenue: $1.4 million,,"<ul><li>Leverpoint services over $20 billion in assets for Private Equity, Venture Capital, Real Estate, and Fund of Funds clients worldwide.</li></ul>","<a href=""http://www.linkedin.com/company/leverpoint-management-llc?trk=tyah"" target=""_blank"">LinkedIn</a>",
94,"Prudential Financial, Inc.","<a href=""http://www.prudential.com/view/page/public?h=1"" target=""_blank"">Prudential Financial, Inc. Website</a>",,,"John R. Strangfeld, CEO and Chairman<br/>
Charles F. Lowry, Executive Vice President and COO International<br/>
Stephen Pelletier, Executive Vice President and COO U.S. Businesses<br/>
Robert Falzon, Executive Vice President and CFO","staffing@prudential.com <br/> 
<a href=""http://jobs.prudential.com/hr/careers/jobs/home?deviceRedirection=true"" target=""_blank"">Careers Website</a>  ",,"Newark, NJ","New England, Middle Atlantic, South Atlantic, East North Central, East South Central, West North Central, West South Central, Mountain, Pacific (includes Hawaii and Alaska), Outside U.S.",International,"Large (More than 10,000 employees)","47,000 Worldwide",3,PRU,"Prudential has a number of affiliates and locations.  <a href=""http://global.prudential.com/globalpru/worldwide.html"" target=""_blank"">More Information</a>  ","http://marist.summon.serialssolutions.com/search?s.cmd=addFacetValueFilters(ContentType,Magazine+Article)&s.fvf%5B%5D=ContentType,Newspaper+Article,f&s.fvf%5B%5D=ContentType,Trade+Publication+Article,f&s.light=t&s.q=%22Prudential+Financial,+Inc.%22&s.sort=PublicationDate:desc&format=rss ",,https://www.facebook.com/prucareers,https://twitter.com/PrudentialBYC,0,“To help our customers achieve financial prosperity and peace of mind.”,"<ul><li>Founded in 1875 by John Fairfield Dryden as The Prudential Friendly Society, the first U.S. company to offer life insurance to the working class.</li>
<li> Operates as 3 divisions: U.S. Retirement Solutions and Investment Management, U.S. Individual Life and Group Insurance, and International Insurance.</li>
<li>Offers services for individuals and businesses.</li></ul><br/>

Products and Services:<br/>
Individual Life Insurance<br/>
Annuities<br/>
Mutual Funds<br/>
Brokerage Accounts<br/>
Investments<br/>
Retirement Solutions and Accounts<br/>
Group Insurance<br/>
Institutional Investments<br/>
Real Estate Investments<br/>
Commercial Mortgages","“As a Prudential associate, you""ll be a valued member of a progressive organization that embraces talent and invites collaboration. What""s more, we strive to be a company that honors the individuality of its employees by supporting their lifestyles, contributing to their communities, and helping them develop fulfilling careers.”","<ul><li>$1.2 trillion Assets under Management</li>
<li>$41.5 million Revenues*</li></ul>","*From <a href=""http://www.investor.prudential.com/phoenix.zhtml?c=129695&p=irol-seclanding"" target=""_blank"">Prudential Annual Report (10-K)</a>","<ul><li>2011 Platinum Winner Best Employers for Healthy Lifestyles award from the National Business Group on Health for their employee health initiatives.</li> <li>Provides life, health and budget coaching for their employees.</li></ul>","<a href=""https://www.linkedin.com/company/prudential-financial"" target=""_blank"">LinkedIn</a>",
95,Privilege Underwriters Reciprocal Exchange (PURE),"<a href=""http://www.pureinsurance.com/index"" target=""_blank"">Privilege Underwriters Reciprocal Exchange (PURE) Website</a>",,,"Ross Buchmueller, President & Chief Executive Office<br/>
Martin Hartley, Executive Vice President, Chief Operating Officer<br/>
Jeffrey Paraschac, Executive Vice President, Chief Financial Officer","<a href=""http://www.pureinsurance.com/careers/careers-at-pure/index"" target=""_blank"">Careers Website</a>",,"Fort Lauderdale, FL","New England, Middle Atlantic, South Atlantic, East North Central, East South Central, West North Central, West South Central, Mountain, Pacific (includes Hawaii and Alaska)",National,Small (Under 500 employees),290,4,,"Privilege Underwriters, Inc. (PUI)<br/>
Pure Risk Managment, LLC<br/>
PURE Insurance Company (PIC)","http://marist.summon.serialssolutions.com/search?s.cmd=addFacetValueFilters(ContentType,Newspaper+Article)&s.light=t&s.q=PURE+insurance&s.sort=PublicationDate:desc&format=rss",,www.facebook.com,https://twitter.com/PUREinsurance,"<a href=""https://www.youtube.com/user/puremktg?feature=watch"" target=""_blank"">YouTube</a>",Privilege Underwriters Reciprocal Exchange (PURE) is a policyholder-owned insurer dedicated to creating an exceptional experience for responsible high net worth individuals and families. ,"<ul><li>Employs a reciprocal insurance structure.</li>
<li>Currently licensed in 48 states.</li>
<li> Handled 5,954 claims in 2013.</li>
<li>The Pure Group organizational structure includes Privilege Underwriters, Inc. (PUI), a for-profit entity that provides management and the original capitalization for PURE. PUI has two, subsidiaries, Pure Risk Management, LLC  (PRM) and PURE Insurance Company (PIC). PRM is paid a fee to provide marketing, underwriting and claims administrations, while PIC is a reinsurance company that is pooled with PURE and shares in its net results.</li>
<li>It is a member-owned insurance company that is funded by surplus contributions from members. <a href=""http://www.pureinsurance.com/about/reciprocal-structure"" target=""_blank"">More Information</a> </li></ul>","""At PURE, we offer our employees a range of challenging and rewarding opportunities that align with our business needs, unique culture, and customer focused model. We give them the opportunity to build relationships with people from diverse backgrounds who have innovative ideas, along with ambition and drive to bring them to fruition.
Our passion for what we do and natural curiosity for how to do more, do it differently, and do it better has allowed us to become the successful company we are today. Therefore, we look for candidates who exemplify passion, curiosity and commitment to their work. Speak with anyone who works at PURE and they will tell you what a rewarding and wonderful place it is to work.""
 ","<ul><li>$308.9 million Total Assets, PURE GROUP</li>
<li>$171.7 million Total Assets, PURE</li>
<li>$4.5 million Net Income, Privilege Underwriters, Inc.</li>
<li>$260,000 Net Income, PURE Risk Management</li> 
<li>$9 million Net Sales, PURE Insurance Company*</li></ul>","*From <a href=""http://www.pureinsurance.com/about/annual_report_members/2013_Annual_Report_to_Members.pdf"" target=""_blank"">Annual Report</a>
 ","<ul><li>Forty three percent of PURE Insurance""s staff work out of the White Plains office.</li></ul>","<a href=""https://www.linkedin.com/company/pure-group-of-insurance-companies?trk=company_logo"" target=""_blank"">LinkedIn</a>",
96,Rocket Software,"<a href=""http://www.rocketsoftware.com/"" target=""_blank"">Rocket Software Website</a>",,,"Andy Youniss, President and CEO<br/>
Kevin Thimble, Vice President and CFO","<a href=""http://www.rocketsoftware.com/careers"" target=""_blank"">Careers Website</a> ",,"Waltham, MA","New England, Middle Atlantic, South Atlantic, East North Central, East South Central, West North Central, West South Central, Mountain, Pacific (includes Hawaii and Alaska), Outside U.S.",International,"Medium (500-9,999 employees)","1,100",4,,," http://marist.summon.serialssolutions.com/search?s.cmd=setSort(PublicationDate:desc)&s.fvf=ContentType,Newspaper+Article,f&s.light=t&s.q=%22rocket+software%22&format=rss",,www.facebook.com,https://twitter.com/Rocket,,"Rocket Software is a leading global developer of software products that help corporations, government agencies and other organizations reach their technology and business goals.","<ul><li>Rocket Software offers products in five areas: Intelligence Infrastructure Solutions, Mobile Solutions, Mainframe Solutions, Cloud Solutions and Big Data Solutions.</li><li>Rocket Software develops and supports more than 100 products.</li><li>Rocket Software has 28 locations worldwide in North America, Europe, Asia and Australia.</li></ul>",,Unavailable,,"<ul><li>The company is an IBM Premier Business Partner.</li><li>Research and development at Rocket Software is currently focused on big data, mobile, cloud, mainframe universe and intelligent infrastructure.</li></ul>","<a href=""http://www.linkedin.com/groups/Rocket-Software-3997577?gid=3997577"" target=""_blank"">LinkedIn</a>",
97,Hartford Financial Services Group Inc.,"<a href=""www.thehartford.com"" target=""_blank"">Hartford Financial Services Group Inc. Website</a>",,,"Liam E. McGee, Chairman of the Board, Chief Executive Officer, President<br/>
Christopher J. Swift, Chief Financial Officer, Executive Vice President<br/>
Juan Andrade, Chief Operating Officer, President<br/>
John C. Walters, Chief Operating Officer, President","<a href=""http://www.thehartford.com/careers/"" target=""_blank"">Careers Website</a>",,"Hartford, CT","New England, Middle Atlantic, South Atlantic, East North Central, East South Central, West North Central, West South Central, Mountain, Pacific (includes Hawaii and Alaska), Outside U.S.",International,"Large (More than 10,000 employees)","18,800",3,HIG,,http://marist.summon.serialssolutions.com/search?s.cmd=setSort(PublicationDate:desc)&s.light=t&s.q=Hartford+Financial+Services+Group&format=rss,,https://www.facebook.com/TheHartford,https://twitter.com/TheHartford,"<a href=""https://www.youtube.com/user/thehartford"" target=""_blank"">YouTube</a>","""We listen to our customers and deliver innovative solutions and extraordinary service. We prize our partnerships and relationships.We attract, reward and retain the best talent, and show respect for all individuals, their ideas and experiences.
We create superior shareholder value through profitable growth and responsible risk management. We do the right thing by holding ourselves to the highest standards of ethical conduct.
We work together as high-performing teams to achieve functional excellence and superior business results.We are action-oriented and take ownership in the success of our company.""","<ul><li>The Hartford is an insurance and wealth management company and is among the largest providers of investment products, individual life, group life and group disability insurance products, and property and casualty insurance products.</li>
<li> Products include auto, life and homeowners insurance, mutual funds, annuities, individual retirement accounts, college savings plans, agent and broker services.</li>
<li>The Hartford currently conducts business principally in six reporting segments including Property &#38; Casualty Commercial, Consumer Markets, Property &#38; Casualty Other Operations, Group Benefits, Mutual Funds and Talcott Resolution as well as a Corporate category.* </li></ul>","At The Hartford, there""s a spirit that is often felt among those who work here.  It""s not defined by the benefits and company policies - as important as they are - but rather by the moments that take place in daily life at The Hartford. The Hartford is a values-driven company that has, at its very foundation, the integrity with which the company has conducted business for more than 200 years.","<ul><li>$26.2 billion Total Revenue</li></ul><br/>
By Segment:<br/>
<ul><li>$6.2 billion in Revenue, Property and Casualty Commericial-</li>
<li>$3.7 billion in Revenue, Consumer Markets</li>
<li>$1 million in Revenue, Property and Other Casualty Operations</li>
<li>$3.3 billion in Revenue, Group Benefits</li>
<li>$678 million in Revenue, Mutual Funds</li>
<li>$2.2 billion in Revenue, Talcott Resolution</li>
<li>$11 million in Revenue, Corporate*</li></ul>","*From <a href=""http://www.sec.gov/Archives/edgar/data/874766/000087476614000007/hig1231201310-kdocument.htm"" target=""_blank"">Annual Report on Form 10K</a>",<ul><li>The Hartford Financial Services Group is ranked 113 on the 2014 Fortune 500 list of best companies.</li></ul>,"<a href=""http://www.linkedin.com/company/the-hartford"" target=""_blank"">LinkedIn</a>",
98,Town Square Media,"<a href=""http://www.townsquaremedia.com/"" target=""_blank"">Town Square Media Website</a>",,,"Steven Price, Chairman and CEO<br/>Bill Wilson, Executive Vice President and Chief Content and Digital Officer<br/>Erik Hellum, Executive Vice President","<a href=""http://www.townsquaremedia.com/careers"" target=""_blank"">Careers Website</a>",,"Greenwich, CT","New England, Middle Atlantic, South Atlantic, East North Central, East South Central, West North Central, West South Central, Mountain, Pacific (includes Hawaii and Alaska)",National,"Medium (500-9,999 employees)","2,680",3,TSQ,"Townsquare Interactive, LLC<br/> Townsquare Live Events International, LLC<br/> Seize the Deal<br/> and many other U.S. Subsidiaries",http://marist.summon.serialssolutions.com/search?s.cmd=setSort(PublicationDate:desc)&s.light=t&s.q=TitleCombined:(%22townsquare+media%22)&format=rss,,https://www.facebook.com/TownsquareMedia,https://twitter.com/townsquaremedia,,"“The company specializes in creating and distributing original and motivating media experiences that connect communities with content they love, people they trust, products they want and things that matter.”","<ul><li>Founded in 1996.</li><li>Known as Regent Communications, Inc. until 2010.</li>
<li> Became a publicly traded company in 2014.</li>
<li>Owns and operates radio, digital and live event properties, including 311 radio stations and over 325 local companion websites.</li>
<li> Operates websites such as TasteofCountry.com, PopCrush.com, UltimateClassicRock.com and Loudwire.com.</li></ul>","“Townsquare Media invests in our employees with incredible training, great benefits and “best in class” management. We offer a unique corporate culture that allows employees to be entrepreneurial while at the same time fostering an environment of teamwork.”","<ul><li>Net Income: $17.3 million</li> 
<li>Net Revenue: 345.1 million*</li></ul>","*From <a href=""http://www.equities.com/editors-desk/investing-strategies/ipo/townsquare-media-llc-tsq"" target=""_blank"">IPO Report: Town Square Media</a>","<ul><li>Town Square Media plans, produces, and promotes approximately 500 events across the country each year.</li></ul>","<a href=""https://www.linkedin.com/company/townsquare-media"" target=""_blank"">LinkedIn</a>",
99,U.S. Naval Officers Program,"<a href=""http://www.navy.mil/"" target=""_blank"">U.S. Navy Website</a>",,"<a href=""http://www.ocs.navy.mil/"" target=""_blank"">Additional U.S. Naval Officers Program Website</a>","Honorable Ray Mabus, Secretary of the Navy<br/>
Admiral Jonathan W. Greenert, Chief of Naval Operations","<a href=""http://www.navy.com/locator/"" target=""_blank"">Careers Website</a> ",,"The Pentagon, VA","New England, Middle Atlantic, South Atlantic, East North Central, East South Central, West North Central, West South Central, Mountain, Pacific (includes Hawaii and Alaska), Outside U.S.",International,"Large (More than 10,000 employees)","54,518 Active Duty Officers",2,,," http://marist.summon.serialssolutions.com/search?s.cmd=removeFacetValueGroupFilter(10,united+states)&s.fvf%5B%5D=SubjectTerms,armed+forces,f&s.fvf%5B%5D=ContentType,Newspaper+Article,f&s.fvgf:10=SubjectTerms,or,united+states&s.light=t&s.q=%22united+states+navy%22&s.sort=PublicationDate:desc&format=rss",$130.9 billion*,https://www.facebook.com/OTCNewport,www.twitter.com,,"To maintain, train and equip combat-ready Naval forces capable of winning wars, deterring aggression and maintaining freedom of the seas.","<ul><li>""America""s Navy is unique in that it conducts missions on all fronts: in the air, on land and at sea.”</li><li>Officer Training Command is located in Newport, RI and instructs candidates in academic and military training along with physical fitness requirements.</li>></ul>",,,"*From <a href=""http://www.finance.hq.navy.mil/fmb/14pres/FY_2014_PB_Overview.pdf"" target=""_blank"">FY 2014 Department of the Navy President""s Budget Summary</a>","<ul><li>Officer Candidate School seeks to develop the officer-like qualities of honesty, intergrity, work ethic, military bearing, character, dependability, iniative and team work in candidates.</li></ul>",,
100,Veusoft,"<a href=""http://www.veusoft.com/"" target=""_blank"">Veusoft Website</a>",,,Unavailable,"<a href=""http://www.veusoft.com/Careers.aspx"" target=""_blank"">Careers Website</a> ",,"New York, NY","New England, Middle Atlantic, South Atlantic, East North Central, East South Central, West North Central, West South Central, Mountain, Pacific (includes Hawaii and Alaska)",National,Small (Under 500 employees),up to 50*,4,,," http://marist.summon.serialssolutions.com/search?s.fvf%5B%5D=SubjectTerms%2Cinformation+technology%2Cf&s.fvf%5B%5D=ContentType%2CNewspaper+Article%2Cf&s.light=t&s.q=%22information+technology+consulting%22&s.sort=PublicationDate%3Adesc&s.cmd=addFacetValueGroupFilter(SubjectTerms,or,consulting+firms,consulting+services)&format=rss",,https://www.facebook.com/Veusoft,https://twitter.com/Veusoft,,"“Veusoft, an end-to-end solutions provider to all client technology needs, provides comprehensive solutions that are both viable and cost effective to enterprises.”","<ul><li>Veusoft is a small private company that offers information technology consulting services to businesses.</li> 
<li>Veusoft was founded in 2000 and has offices in New York City and Connecticut.</li> <li>Veusoft offers fully managed and retainer services, as well as job placement services and strategic planning CIO services.</li> <li>The company specializes in many areas including cloud computing, firewall security, disaster recovery and business intelligence.</li></ul>",,Unavailable,"*From <a href=""https://www.linkedin.com/company/veusoft"" target=""_blank"">LinkedIn Profile</a> ",<ul><li>Veusoft is growing fast and currently serves major companies including Microsoft and Merrick.</li></ul>,"<a href=""https://www.linkedin.com/company/veusoft"" target=""_blank"">LinkedIn</a>",
101,World Financial Group,"<a href=""http://www.worldfinancialgroup.com/"" target=""_blank"">World Financial Group Website</a>",,,"Joe Dipaola, CEO and President","<a href=""http://www.wfgopportunity.com/"" target=""_blank"">Careers Website</a> ",,"Duluth, GA","New England, South Atlantic, East North Central, East South Central, West South Central, Mountain, Pacific (includes Hawaii and Alaska), Outside U.S.",International,"Medium (500-9,999 employees)","<a href=""http://online.library.marist.edu/login?url=http://search.proquest.com.online.library.marist.edu/docview/1557701443?accountid=28549"" target=""_blank"">More Information</a>",3,,"World Financial Group, Inc. (U.S.)<br/>
World Financial Group Canada, Inc.<br/>
TransAmerica","http://marist.summon.serialssolutions.com/search?s.cmd=setSort(PublicationDate:desc)&s.fvf%5B%5D=ContentType,Magazine+Article,f&s.fvf%5B%5D=ContentType,Newspaper+Article,f&s.fvf%5B%5D=ContentType,Trade+Publication+Article,f&s.light=t&s.q=%22World+Financial+Group%22&s.sort=PublicationDate:asc&format=rss ",,https://www.facebook.com/world.financial.group.inc,https://twitter.com/therealwfg,,"“Our mission, to help build and protect wealth for families and individuals from all walks of life, extends to you, so you don""t have to go it alone.”","<ul><li>A subsidiary of Aegon USA and a business unit of Transamerica.</li>
<li>A financial services marketing company that works in conjunction with their associated institutions to provide financial solutions for their customers.</li></ul><br/>

Products:<br/>
Term life insurance<br/>
Permanent life insurance<br/>
Annuities<br/>
Mutual funds<br/>
Retirement strategies<br/>
Prepaid college tuition and college savings plans<br/>
Custodial accounts<br/>
Education savings accounts<br/>
Savings bonds<br/>

Services:<br/>
College planning services<br/>
Business client solutions<br/>
Debt Management",,Unavailable,"*From <a href=""http://online.library.marist.edu/login?url=http://search.proquest.com.online.library.marist.edu/docview/1614329932?accountid=28549"" target=""_blank"">PR Newswire, October 21, 2014.</a>","<ul><li>WFG placed an ad in Time Magazine in September 2014 pledging to sell $1 billion in life insurance as poll numbers showed only 62% of Americans had life insurance.  They met this goal as of October 21, 2014.*</li></ul>","<a href=""https://www.linkedin.com/company/world-financial-group-wfg"" target=""_blank"">LinkedIn</a>",
